Unnamed: 0,Rule,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,meta_name,reac_meta_value,meta_name_long,Gibbs,smiles
4151,b2889,K01823,isopentenyl-diphosphate Delta-isomerase ,5.3.3.2,5,IPDDI,Isopentenyl-diphosphate D-isomerase,dmpp_c,1,Dimethylallyl diphosphate,-349.54843,CC(C)=CCOP([O-])(=O)OP([O-])([O-])=O
4152,b2889,K01823,isopentenyl-diphosphate Delta-isomerase ,5.3.3.2,5,IPDDI,Isopentenyl-diphosphate D-isomerase,ipdp_c,-1,Isopentenyl diphosphate,-350.20844,CC(=C)CCOP([O-])(=O)OP([O-])([O-])=O
4153,b2893,K03981,thiol:disulfide interchange protein DsbC ,5.3.4.1,5,DSBCGT,DsbC:glutathione thiotransferase,dsbcox_p,-1,Protein disulfide isomerase II (oxidized),NA,NA
4154,b2893,K03981,thiol:disulfide interchange protein DsbC ,5.3.4.1,5,DSBCGT,DsbC:glutathione thiotransferase,dsbcrd_p,1,Protein disulfide isomerase II (reduced),NA,NA
4155,b2893,K03981,thiol:disulfide interchange protein DsbC ,5.3.4.1,5,DSBCGT,DsbC:glutathione thiotransferase,gthox_p,1,Oxidized glutathione,-127.84466,[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)C(=O)NCC([O-])=O)C([O-])=O
4156,b2893,K03981,thiol:disulfide interchange protein DsbC ,5.3.4.1,5,DSBCGT,DsbC:glutathione thiotransferase,gthrd_p,-2,Reduced glutathione,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
4162,b2906,K18800,2-polyprenylphenol 6-hydroxylase ,1.14.13.240,1,OPHHXy,2-Octaprenylphenol hydroxylase (NADPH),2ohph_c,1,2-Octaprenyl-6-hydroxyphenol,891.0685,[H]C(C(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\C)c1cccc(O)c1O
4163,b2906,K18800,2-polyprenylphenol 6-hydroxylase ,1.14.13.240,1,OPHHXy,2-Octaprenylphenol hydroxylase (NADPH),2oph_c,-1,2-Octaprenylphenol,930.5486,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1ccccc1O
4169,b2907,K03185,2-octaprenyl-6-methoxyphenol hydroxylase ,1.14.13.-,1,OMPHHXy,2-octaprenyl-6-methoxyphenol hydroxylase (NADPH),2ombzl_c,1,"2-Octaprenyl-6-methoxy-1,4-benzoquinol",886.78076,COc1cc(O)cc(CC=C(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)c1O
4170,b2907,K03185,2-octaprenyl-6-methoxyphenol hydroxylase ,1.14.13.-,1,OMPHHXy,2-octaprenyl-6-methoxyphenol hydroxylase (NADPH),2omph_c,-1,2-Octaprenyl-6-methoxyphenol,926.2608,[H]C(\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\C)c1cccc(OC)c1O
4176,b2912,K01934,5-formyltetrahydrofolate cyclo-ligase ,6.3.3.2,6,FOMETRi,Aminomethyltransferase,5fthf_c,-1,5-Formyltetrahydrofolate,45.13531,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
4179,b2912,K01934,5-formyltetrahydrofolate cyclo-ligase ,6.3.3.2,6,FOMETRi,Aminomethyltransferase,methf_c,1,"5,10-Methenyltetrahydrofolate",NA,NA
4180,b2913,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase ,1.1.1.95 1.1.1.399,1,AHGDx,(S)-alpha-hydroxyglutarate dehydrogenase,S2hglut_c,-1,(S)-2-Hydroxyglutarate,-139.00153,O[C@@H](CCC([O-])=O)C([O-])=O
4181,b2913,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase ,1.1.1.95 1.1.1.399,1,AHGDx,(S)-alpha-hydroxyglutarate dehydrogenase,akg_c,1,2-Oxoglutarate,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
4185,b2913,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase ,1.1.1.95 1.1.1.399,1,PGCD,Phosphoglycerate dehydrogenase,3pg_c,-1,3-Phospho-D-glycerate,-331.1141,O[C@H](COP([O-])([O-])=O)C([O-])=O
4186,b2913,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase ,1.1.1.95 1.1.1.399,1,PGCD,Phosphoglycerate dehydrogenase,3php_c,1,3-Phosphohydroxypyruvate,-343.68634,[O-]C(=O)C(=O)COP([O-])([O-])=O
4190,b2913,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase ,1.1.1.95 1.1.1.399,1,ARHGDx,(R)-alpha-hydroxyglutarate dehydrogenase,akg_c,1,2-Oxoglutarate,-149.76376,[O-]C(=O)CCC(=O)C([O-])=O
4194,b2913,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase ,1.1.1.95 1.1.1.399,1,ARHGDx,(R)-alpha-hydroxyglutarate dehydrogenase,r2hglut_c,-1,(R)-2-Hydroxyglutarate,-139.00153,C(CC[C@H](C([O-])=O)O)([O-])=O
4196,b2917,K01847,methylmalonyl-CoA mutase ,5.4.99.2,5,MMM,Methylmalonyl-CoA mutase,mmcoa__S_c,1,(S)-Methylmalonyl-CoA,-577.42126,C[C@@H](C([O-])=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
4197,b2917,K01847,methylmalonyl-CoA mutase ,5.4.99.2,5,MMM,Methylmalonyl-CoA mutase,succoa_c,-1,succinyl-CoA,-575.61127,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4201,b2919,K11264,methylmalonyl-CoA decarboxylase ,4.1.1.-,4,MMCD,Methylmalonyl-CoA decarboxylase,mmcoa__S_c,-1,(S)-Methylmalonyl-CoA,-577.42126,C[C@@H](C([O-])=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
4202,b2919,K11264,methylmalonyl-CoA decarboxylase ,4.1.1.-,4,MMCD,Methylmalonyl-CoA decarboxylase,ppcoa_c,1,Propanoyl-CoA,-484.70157,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
4203,b2920,K22214,propionyl-CoA:succinyl-CoA transferase ,2.8.3.-,2,PPCSCT,Propanoyl-CoA: succinate CoA-transferase,ppa_c,1,Propionate (n-C3:0),NA,NA
4204,b2920,K22214,propionyl-CoA:succinyl-CoA transferase ,2.8.3.-,2,PPCSCT,Propanoyl-CoA: succinate CoA-transferase,ppcoa_c,-1,Propanoyl-CoA,-484.70157,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
4205,b2920,K22214,propionyl-CoA:succinyl-CoA transferase ,2.8.3.-,2,PPCSCT,Propanoyl-CoA: succinate CoA-transferase,succ_c,-1,Succinate,-125.16375,C(C([O-])=O)CC([O-])=O
4206,b2920,K22214,propionyl-CoA:succinyl-CoA transferase ,2.8.3.-,2,PPCSCT,Propanoyl-CoA: succinate CoA-transferase,succoa_c,1,succinyl-CoA,-575.61127,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4207,b2923,K06895,L-lysine exporter family protein LysE/ArgO ,,,ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),arg__L_c,-1,L-Arginine,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
4208,b2923,K06895,L-lysine exporter family protein LysE/ArgO ,,,ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),arg__L_p,1,L-Arginine,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
4212,b2925,K01624,"fructose-bisphosphate aldolase, class II ",4.1.2.13,4,FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",dhap_c,1,Dihydroxyacetone phosphate,-267.48264,OCC(=O)COP([O-])([O-])=O
4213,b2925,K01624,"fructose-bisphosphate aldolase, class II ",4.1.2.13,4,FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",e4p_c,1,D-Erythrose 4-phosphate,-284.9704,[H]C(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O
4214,b2925,K01624,"fructose-bisphosphate aldolase, class II ",4.1.2.13,4,FBA3,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",s17bp_c,-1,"Sedoheptulose 1,7-bisphosphate",-560.5796,C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
4215,b2926,K00927,phosphoglycerate kinase ,2.7.2.3,2,PGK,Phosphoglycerate kinase,13dpg_c,1,3-Phospho-D-glyceroyl phosphate,-547.3985,O[C@H](COP([O-])([O-])=O)C(=O)OP([O-])([O-])=O
4216,b2926,K00927,phosphoglycerate kinase ,2.7.2.3,2,PGK,Phosphoglycerate kinase,3pg_c,-1,3-Phospho-D-glycerate,-331.1141,O[C@H](COP([O-])([O-])=O)C([O-])=O
4224,b2937,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,agm_c,-1,Agmatine,168.8597,NC(=[NH2+])NCCCC[NH3+]
4226,b2937,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,ptrc_c,1,putrescine,136.52745,C([NH3+])CCC[NH3+]
4227,b2937,K01480,agmatinase ,3.5.3.11,3,AGMT,Agmatinase,urea_c,1,urea,-7.3855205,C(=O)(N)N
4228,b2938,K01585,arginine decarboxylase ,4.1.1.19,4,ARGDCpp,Arginine decarboxylase,agm_p,1,Agmatine,168.8597,NC(=[NH2+])NCCCC[NH3+]
4229,b2938,K01585,arginine decarboxylase ,4.1.1.19,4,ARGDCpp,Arginine decarboxylase,arg__L_p,-1,L-Arginine,79.88474,NC(=[NH2+])NCCC[C@H]([NH3+])C([O-])=O
4232,b2942,K00789,S-adenosylmethionine synthetase ,2.5.1.6,2,METAT,Methionine adenosyltransferase,amet_c,1,S-Adenosyl-L-methionine,124.03472,C[S+](CC[C@H]([NH3+])C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
4235,b2942,K00789,S-adenosylmethionine synthetase ,2.5.1.6,2,METAT,Methionine adenosyltransferase,met__L_c,-1,L-Methionine,37.072315,CSCC[C@H]([NH3+])C([O-])=O
4238,b2943,K08137,"MFS transporter, SP family, galactose:H+ symporter ",,,GALt2pp,D-galactose transport in via proton symport (periplasm),gal_c,1,D-Galactose,-95.02656,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
4239,b2943,K08137,"MFS transporter, SP family, galactose:H+ symporter ",,,GALt2pp,D-galactose transport in via proton symport (periplasm),gal_p,-1,D-Galactose,-95.02656,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
4242,b2943,K08137,"MFS transporter, SP family, galactose:H+ symporter ",,,GLCt2pp,D-glucose transport in via proton symport (periplasm),glc__D_c,1,D-Glucose,-95.02656,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
4243,b2943,K08137,"MFS transporter, SP family, galactose:H+ symporter ",,,GLCt2pp,D-glucose transport in via proton symport (periplasm),glc__D_p,-1,D-Glucose,-95.02656,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
4248,b2947,K01920,glutathione synthase ,6.3.2.3,6,GTHS,Glutathione synthetase,glucys_c,-1,Gamma-L-Glutamyl-L-cysteine,-57.157494,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C([O-])=O)C([O-])=O
4249,b2947,K01920,glutathione synthase ,6.3.2.3,6,GTHS,Glutathione synthetase,gly_c,-1,Glycine,-37.2444,[NH3+]CC([O-])=O
4250,b2947,K01920,glutathione synthase ,6.3.2.3,6,GTHS,Glutathione synthetase,gthrd_c,1,Reduced glutathione,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
4255,b2954,K01519,XTP/dITP diphosphohydrolase ,3.6.1.66,3,NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),imp_c,1,IMP C10H11N4O8P,-244.30493,O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
4256,b2954,K01519,XTP/dITP diphosphohydrolase ,3.6.1.66,3,NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),itp_c,-1,ITP C10H11N4O14P3,-567.64966,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1nc[nH]c2=O
4258,b2954,K01519,XTP/dITP diphosphohydrolase ,3.6.1.66,3,NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),dimp_c,1,DIMP C10H12N4O7P,-204.46494,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
4259,b2954,K01519,XTP/dITP diphosphohydrolase ,3.6.1.66,3,NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),ditp_c,-1,DITP(4-),-527.8097,O[C@H]1C[C@@H](O[C@@H]1COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)n1cnc2c1nc[nH]c2=O
4266,b2954,K01519,XTP/dITP diphosphohydrolase ,3.6.1.66,3,NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),xmp_c,1,xmp,-291.6249,C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/NC(=O)NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
4267,b2954,K01519,XTP/dITP diphosphohydrolase ,3.6.1.66,3,NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),xtp_c,-1,XTP,-614.96967,O[C@@H]1[C@@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(=O)[nH]c2=O
4268,b2957,K01424,L-asparaginase ,3.5.1.1,3,ASNNpp,L-asparaginase,asn__L_p,-1,L-Asparagine,-43.53103,NC(=O)C[C@H]([NH3+])C([O-])=O
4269,b2957,K01424,L-asparaginase ,3.5.1.1,3,ASNNpp,L-asparaginase,asp__L_p,1,L-Aspartate,-105.78535,[NH3+][C@@H](CC([O-])=O)C([O-])=O
4271,b2957,K01424,L-asparaginase ,3.5.1.1,3,ASNNpp,L-asparaginase,nh4_p,1,Ammonium,11.853362,[H][N+]([H])([H])[H]
4272,b2957,K01424,L-asparaginase ,3.5.1.1,3,GLUNpp,Glutaminase,gln__L_p,-1,L-Glutamine,-23.488802,NC(=O)CC[C@H]([NH3+])C([O-])=O
4273,b2957,K01424,L-asparaginase ,3.5.1.1,3,GLUNpp,Glutaminase,glu__L_p,1,L-Glutamate,-82.27311,[NH3+][C@@H](CCC([O-])=O)C([O-])=O
4275,b2957,K01424,L-asparaginase ,3.5.1.1,3,GLUNpp,Glutaminase,nh4_p,1,Ammonium,11.853362,[H][N+]([H])([H])[H]
4277,b2964,K03289,"MFS transporter, NHS family, nucleoside permease ",,,DGSNt2pp,Deoxyguanosine transport in via proton symport (periplasm),dgsn_c,1,Deoxyguanosine,33.885563,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](CO)O1
4278,b2964,K03289,"MFS transporter, NHS family, nucleoside permease ",,,DGSNt2pp,Deoxyguanosine transport in via proton symport (periplasm),dgsn_p,-1,Deoxyguanosine,33.885563,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O)[C@@H](CO)O1
4281,b2964,K03289,"MFS transporter, NHS family, nucleoside permease ",,,DINSt2pp,Deoxyinosine transport in via proton symport (periplasm),din_c,1,Deoxyinosine,28.94445,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc[nH]c2=O
4282,b2964,K03289,"MFS transporter, NHS family, nucleoside permease ",,,DINSt2pp,Deoxyinosine transport in via proton symport (periplasm),din_p,-1,Deoxyinosine,28.94445,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc[nH]c2=O
4285,b2964,K03289,"MFS transporter, NHS family, nucleoside permease ",,,GSNt2pp,Guanosine transport in via proton symport (periplasm),gsn_c,1,Guanosine,-5.9544377,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
4286,b2964,K03289,"MFS transporter, NHS family, nucleoside permease ",,,GSNt2pp,Guanosine transport in via proton symport (periplasm),gsn_p,-1,Guanosine,-5.9544377,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
4294,b2988,K01460,glutathionylspermidine amidase/synthetase ,3.5.1.78 6.3.1.8,3,GSPMDA,Glutathionylspermidine amidase,gthrd_c,1,Reduced glutathione,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
4295,b2988,K01460,glutathionylspermidine amidase/synthetase ,3.5.1.78 6.3.1.8,3,GSPMDA,Glutathionylspermidine amidase,gtspmd_c,-1,Glutathionylspermidine,209.50215,[NH3+]CCCC[NH2+]CCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C([O-])=O
4297,b2988,K01460,glutathionylspermidine amidase/synthetase ,3.5.1.78 6.3.1.8,3,GSPMDA,Glutathionylspermidine amidase,spmd_c,1,Spermidine,227.9461,[NH3+]CCCC[NH2+]CCC[NH3+]
4300,b2988,K01460,glutathionylspermidine amidase/synthetase ,3.5.1.78 6.3.1.8,3,GSPMDS,Glutathionylspermidine synthetase,gthrd_c,-1,Reduced glutathione,-56.924126,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC([O-])=O)C([O-])=O
4301,b2988,K01460,glutathionylspermidine amidase/synthetase ,3.5.1.78 6.3.1.8,3,GSPMDS,Glutathionylspermidine synthetase,gtspmd_c,1,Glutathionylspermidine,209.50215,[NH3+]CCCC[NH2+]CCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C([O-])=O
4304,b2988,K01460,glutathionylspermidine amidase/synthetase ,3.5.1.78 6.3.1.8,3,GSPMDS,Glutathionylspermidine synthetase,spmd_c,-1,Spermidine,227.9461,[NH3+]CCCC[NH2+]CCC[NH3+]
4315,b3011,K08325,NADP-dependent alcohol dehydrogenase ,1.1.-.-,1,13PPDH2,"1,3-propanediol dehydrogenase",13ppd_c,1,"1,3-Propanediol",4.02897,OCCCO
4316,b3011,K08325,NADP-dependent alcohol dehydrogenase ,1.1.-.-,1,13PPDH2,"1,3-propanediol dehydrogenase",3hppnl_c,-1,3-Hydroxypropanal,-7.0332847,[H]C(=O)CCO
4321,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),1ddecg3p_c,-1,1-dodecanoyl-sn-glycerol 3-phosphate,-53.315742,CCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O
4323,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),ddcaACP_c,-1,Dodecanoyl-ACP (n-C12:0ACP),NA,NA
4324,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),pa120_c,1,"1,2-didodecanoyl-sn-glycerol 3-phosphate",NA,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCCC
4325,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),1hdecg3p_c,-1,1-hexadecanoyl-sn-glycerol 3-phosphate,35.33317,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
4327,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),pa160_c,1,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",328.69684,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
4328,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),palmACP_c,-1,Palmitoyl-ACP (n-C16:0ACP),NA,NA
4329,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),1tdecg3p_c,-1,1-tetradecanoyl-sn-glycerol 3-phosphate,-8.991272,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O
4331,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),myrsACP_c,-1,Myristoyl-ACP (n-C14:0ACP),NA,NA
4332,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT140,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0),pa140_c,1,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",240.04788,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC
4333,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),1odec11eg3p_c,-1,1-octadec-11-enoyl-sn-glycerol 3-phosphate,81.47545,CCCCCC/C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
4335,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),octeACP_c,-1,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),NA,NA
4336,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT181,1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1),pa181_c,1,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCCCC=CCCCCCC
4337,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),1odecg3p_c,-1,1-octadecanoyl-sn-glycerol 3-phosphate,79.65773,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])([O-])=O
4339,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),ocdcaACP_c,-1,Octadecanoyl-ACP (n-C18:0ACP),NA,NA
4340,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT180,1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0),pa180_c,1,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",417.3458,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)OC(=O)CCCCCCCCCCCCCCCCC
4341,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),1tdec7eg3p_c,-1,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,-7.1735177,CCCCCC\C=C/CCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
4343,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),pa141_c,1,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCC=CCCCCCC
4344,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT141,1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1),tdeACP_c,-1,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),NA,NA
4345,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),1hdec9eg3p_c,-1,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,37.15101,CCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
4347,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),hdeACP_c,-1,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),NA,NA
4348,b3018,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase ,2.3.1.51,2,AGPAT161,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),pa161_c,1,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",NA,CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])O)OC(=O)CCCCCCCC=CCCCCCC
