,BSU,K,Enzyme,EC Numbers,EC_Number_firstdigit,reac_id,reac_name,reac_meta_name,reac_meta_value,compound,smiles,Gibbs,kcat,km
2766,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,met__L_c,-1.0,C01733,CSCC[C@H]([NH3+])C([O-])=O,37.072315,7.7,0.07
2767,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2768,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,thr_L_met__L_c,1.0,,CSCC[C@H](NC(=O)[C@@H]([NH3+])[C@@H](C)O)C([O-])=O,NA,7.7,0.07
2769,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL22,L amino acid ligase  Thr Met ,thr__L_c,-1.0,C00188,C[C@@H](O)[C@H]([NH3+])C([O-])=O,-30.559916,7.7,0.07
2770,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL23,L amino acid ligase  met met ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2771,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL23,L amino acid ligase  met met ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2772,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL23,L amino acid ligase  met met ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2773,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL23,L amino acid ligase  met met ,met_L_met__L_c,1.0,,CSCC[C@H]([NH3+])C(=O)N[C@@H](CCSC)C([O-])=O,NA,7.7,0.07
2774,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL23,L amino acid ligase  met met ,met__L_c,-2.0,C01733,CSCC[C@H]([NH3+])C([O-])=O,37.072315,7.7,0.07
2775,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL23,L amino acid ligase  met met ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2776,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2777,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2778,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
2779,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,gly_phe__L_c,1.0,,[NH3+]CC(=O)N[C@@H](Cc1ccccc1)C([O-])=O,NA,7.7,0.07
2780,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2781,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,phe__L_c,-1.0,C00079,[NH3+][C@@H](Cc1ccccc1)C([O-])=O,63.48232,7.7,0.07
2782,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL24,L amino acid ligase  gly phe ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2783,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2784,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,ala_L_phe__L_c,1.0,,C[C@H]([NH3+])C(=O)N[C@@H](Cc1ccccc1)C([O-])=O,NA,7.7,0.07
2785,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,7.7,0.07
2786,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2787,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2788,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,phe__L_c,-1.0,C00079,[NH3+][C@@H](Cc1ccccc1)C([O-])=O,63.48232,7.7,0.07
2789,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL25,L amino acid ligase  Ala phe ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2790,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL1,L amino acid ligase  L glycine L glycine ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2791,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL1,L amino acid ligase  L glycine L glycine ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2792,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL1,L amino acid ligase  L glycine L glycine ,gly_c,-2.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
2793,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL1,L amino acid ligase  L glycine L glycine ,glygly_c,1.0,C02037,[NH3+]CC(=O)NCC([O-])=O,-42.161034,7.7,0.07
2794,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL1,L amino acid ligase  L glycine L glycine ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2795,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL1,L amino acid ligase  L glycine L glycine ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2796,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL10,L amino acid ligase  Thr Thr ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2797,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL10,L amino acid ligase  Thr Thr ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2798,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL10,L amino acid ligase  Thr Thr ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2799,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL10,L amino acid ligase  Thr Thr ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2800,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL10,L amino acid ligase  Thr Thr ,thr_L_thr__L_c,1.0,,C[C@@H](O)[C@H]([NH3+])C(=O)N[C@@H]([C@@H](C)O)C([O-])=O,NA,7.7,0.07
2801,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL10,L amino acid ligase  Thr Thr ,thr__L_c,-2.0,C00188,C[C@@H](O)[C@H]([NH3+])C([O-])=O,-30.559916,7.7,0.07
2802,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2803,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,ala_L_val__L_c,1.0,,CC(C)[C@H](NC(=O)[C@H](C)[NH3+])C([O-])=O,47.07793,7.7,0.07
2804,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,7.7,0.07
2805,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2806,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2807,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2808,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL11,L amino acid ligase  Ala Val ,val__L_c,-1.0,C16436,CC(C)[C@H]([NH3+])C([O-])=O,27.262316,7.7,0.07
2809,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2810,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2811,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2812,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2813,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,ser_L_val__L_c,1.0,,CC(C)[C@H](NC(=O)[C@@H]([NH3+])CO)C([O-])=O,NA,7.7,0.07
2814,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,7.7,0.07
2815,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL12,L amino acid ligase  Ser Val ,val__L_c,-1.0,C16436,CC(C)[C@H]([NH3+])C([O-])=O,27.262316,7.7,0.07
2816,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2817,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2818,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
2819,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,gly_leu__L_c,1.0,C02155,CC(C)C[C@H](NC(=O)C[NH3+])C([O-])=O,48.887936,7.7,0.07
2820,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2821,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,leu__L_c,-1.0,C16439,CC(C)C[C@H]([NH3+])C([O-])=O,49.32457,7.7,0.07
2822,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL13,L amino acid ligase  Gly Leu ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2823,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2824,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2825,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2826,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,leu__L_c,-1.0,C16439,CC(C)C[C@H]([NH3+])C([O-])=O,49.32457,7.7,0.07
2827,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2828,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,ser_L_leu__L_c,1.0,,CC(C)C[C@H](NC(=O)[C@@H]([NH3+])CO)C([O-])=O,NA,7.7,0.07
2829,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL14,L amino acid ligase  ser leu ,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,7.7,0.07
2830,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2831,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,ala_L_leu__L_c,1.0,,CC(C)C[C@H](NC(=O)[C@H](C)[NH3+])C([O-])=O,69.24019,7.7,0.07
2832,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,ala__L_c,-1.0,C01401,C[C@H]([NH3+])C([O-])=O,NA,7.7,0.07
2833,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2834,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2835,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,leu__L_c,-1.0,C16439,CC(C)C[C@H]([NH3+])C([O-])=O,49.32457,7.7,0.07
2836,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL15,L amino acid ligase  Ala Leu ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2837,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2838,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2839,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2840,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,leu__L_c,-1.0,C16439,CC(C)C[C@H]([NH3+])C([O-])=O,49.32457,7.7,0.07
2841,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2842,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,thr_L_leu__L_c,1.0,,CC(C)C[C@H](NC(=O)[C@@H]([NH3+])[C@@H](C)O)C([O-])=O,NA,7.7,0.07
2843,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL16,L amino acid ligase  Thr Leu ,thr__L_c,-1.0,C00188,C[C@@H](O)[C@H]([NH3+])C([O-])=O,-30.559916,7.7,0.07
2844,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2845,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2846,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2847,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,phe__L_c,-1.0,C00079,[NH3+][C@@H](Cc1ccccc1)C([O-])=O,63.48232,7.7,0.07
2848,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2849,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,ser_L_phe__L_c,1.0,,[NH3+][C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C([O-])=O,NA,7.7,0.07
2850,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL26,L amino acid  ser phe ,ser__L_c,-1.0,C00716,[NH3+][C@@H](CO)C([O-])=O,NA,7.7,0.07
2851,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2852,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2853,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2854,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,phe__L_c,-1.0,C00079,[NH3+][C@@H](Cc1ccccc1)C([O-])=O,63.48232,7.7,0.07
2855,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2856,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,thr_L_phe__L_c,1.0,,C[C@@H](O)[C@H]([NH3+])C(=O)N[C@@H](Cc1ccccc1)C([O-])=O,NA,7.7,0.07
2857,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL27,L amino acid ligase  Thr Phe ,thr__L_c,-1.0,C00188,C[C@@H](O)[C@H]([NH3+])C([O-])=O,-30.559916,7.7,0.07
2858,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2859,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2860,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2861,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,met_L_phe__L_c,1.0,,CSCC[C@H]([NH3+])C(=O)N[C@@H](Cc1ccccc1)C([O-])=O,NA,7.7,0.07
2862,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,met__L_c,-1.0,C01733,CSCC[C@H]([NH3+])C([O-])=O,37.072315,7.7,0.07
2863,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,phe__L_c,-1.0,C00079,[NH3+][C@@H](Cc1ccccc1)C([O-])=O,63.48232,7.7,0.07
2864,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL28,L amino acid ligase  met phe ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2865,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2866,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2867,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
2868,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,gly_tyr__L_c,1.0,,,NA,7.7,0.07
2869,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,h_c,1.0,C00080,[H+],0.42906138,7.7,0.07
2870,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,pi_c,1.0,C00009,OP([O-])([O-])=O,-223.18665,7.7,0.07
2871,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL29,L amino acid ligase  gly tyr ,tyr__L_c,-1.0,C00082,[NH3+][C@@H](Cc1ccc(O)cc1)C([O-])=O,24.382322,7.7,0.07
2872,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL3,L amino acid ligase  L serylglycine ,L_sergly_c,1.0,,[NH3+][C@@H](CO)C(=O)NCC([O-])=O,-52.0188,7.7,0.07
2873,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL3,L amino acid ligase  L serylglycine ,adp_c,1.0,C00008,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-344.92508,7.7,0.07
2874,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL3,L amino acid ligase  L serylglycine ,atp_c,-1.0,C00002,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O,-553.6995,7.7,0.07
2875,BSU37710,K13037,L-alanine-L-anticapsin ligase ,6.3.2.49,6,LAAL3,L amino acid ligase  L serylglycine ,gly_c,-1.0,C00037,[NH3+]CC([O-])=O,-37.2444,7.7,0.07
